#of artifacts,artifact trend,perf. as reviewer,avg. quality of reviewer ,author's cummulated quality,duration(days),complexity,consistency in load,consistency in quality,total defects count
4,3,21.5,1713,0.001901455,2.5,0,0.105263158,1.652173913,1
1,0,0,528,0,1,1.5,0.2,5,0
1,-1,3.5,73,0,1,1.5,0.2,5,0
1,0,76,1446,0,5,1.5,0.2,5,0
2,2,0,1453,0,7,3,0.4,5,1
1,0,0,1556,0.002224311,10,2.5,0.333333333,0.084507042,1
1,1,0,1556,0,20,2.5,0.333333333,3,22
1,0,0,1726,0.00231815,92,2.5,0.333333333,0.081081081,18
6,5,2.5,1355.833333,0.004657696,15.5,9,0.086956522,1.095238095,0
4,3,0,1532,0.002071006,2.5,8.5,0.057971014,2.464285714,3
3,1,0,1504.333333,0.002218279,42,6.5,0.043478261,2.3,22
1,-5,0,1532,0.00081367,2,2.5,0.014492754,6.272727273,10
6,1,0,1483.833333,0.000739754,41,15,0.086956522,6.9,146
1,1,4,1532,0,3,1,0.014492754,69,0
5,4,0,1244.8,0.000517866,7.2,7.5,0.072463768,9.857142857,7
6,0,4.5,1437.166667,0.000185048,4.666666667,9,0.086956522,27.6,5
1,-3,8,1308,0.000443918,15,2.5,0.014492754,11.5,1
4,2,27,1303.25,0.000369959,5.5,10,0.057971014,13.8,3
2,1,0,1532,0.000369987,7,5,0.028985507,13.8,0
6,-1,6.5,1395.333333,0,5,9.5,0.086956522,69,5
3,0,0,1553,0.000185021,3.333333333,6.5,0.043478261,27.6,3
1,-2,0,1308,0.004658041,2,1,0.014492754,1.095238095,0
3,-3,0,1532,0.000185034,3,7.5,0.043478261,27.6,0
2,-2,0,1474,0.0020707,1,5,0.028985507,2.464285714,2
4,0,0,1563.5,0.002070853,18,10,0.057971014,2.464285714,11
1,-2,0,1595,0.000370014,8,2.5,0.014492754,13.8,0
1,-5,0,1308,0.004657352,0,1,0.014492754,1.095238095,0
7,6,18,1098.285714,0,6.428571429,13,0.101449275,69,7
2,0,0,1527,0.002218443,8.5,3.5,0.028985507,2.3,5
1,0,0,364,0.00717925,22,1.5,0.024390244,1.322580645,0
2,-6,0,656,0.006025492,7,3,0.048780488,1.576923077,4
2,2,8.5,1703,0,41.5,3,0.048780488,41,24
12,9,0,1092.25,0.005333952,14.25,18,0.292682927,1.782608696,14
1,-2,0,364,0.006601807,7,1.5,0.024390244,1.438596491,1
1,-11,0,656,0.006028287,2,1.5,0.024390244,1.576923077,0
3,1,0,656,0.005335189,1.666666667,4.5,0.073170732,1.782608696,0
8,7,0,364,0.007177587,6.25,12,0.195121951,1.322580645,2
8,7,0,656,0.006026889,5.625,12,0.195121951,1.576923077,1
3,1,2.5,461.3333333,0.006603336,4.333333333,4.5,0.073170732,1.438596491,1
5,5,0,1599,0,19.8,2.5,0.294117647,17,97
4,-4,18.5,1702.25,0.001708959,49,7,0.235294118,1.03030303,28
8,3,81,1702.25,0.000621504,13.125,14,0.470588235,2.833333333,42
1,-1,0,1471,0.004930105,6,0,0.047619048,0.265822785,9
2,1,0,1570,0.004555951,16.5,0,0.095238095,0.287671233,14
1,-2,0,1712,0.003276744,14,0,0.047619048,0.4,13
1,1,0,1712,0,20,0,0.047619048,21,6
3,2,22.5,814.3333333,0.003183322,14,0,0.142857143,0.411764706,10
1,0,0,1712,0.002996255,7,0,0.047619048,0.4375,2
2,1,0,1591.5,0.006458255,4.5,0,0.095238095,0.202898551,5
2,1,0,1712,0.001311025,10.5,0,0.095238095,1,16
1,0,0,1471,0.005834633,7,0,0.047619048,0.22459893,8
1,-1,0,1712,0.002528248,12,0,0.047619048,0.518518519,5
3,2,0,1752,0.00729927,14.66666667,4.5,0.142857143,0.179487179,24
1,-1,32,1712,0.006582642,2,0,0.047619048,0.199052133,4
1,0,8.5,1712,0.000624337,16,0,0.047619048,2.1,6
1,0,7.5,1513,0.006956576,5,0,0.047619048,0.188340807,4
6,4,46.5,1889,0.016490259,92.16666667,15,0.12244898,0.227906977,112
5,4,0,1889,0.010510165,33,12.5,0.102040816,0.357664234,22
3,0,0,1226,0.007098458,24.66666667,7.5,0.06122449,0.52972973,11
3,2,7.5,1226,0.004719877,16.66666667,7.5,0.06122449,0.796747967,57
7,7,0,1889,0,79.71428571,17.5,0.142857143,49,105
1,0,72,1802,0.004451608,40,2.5,0.020408163,0.844827586,2
1,0,57,1802,0.001995702,8,2.5,0.020408163,1.884615385,18
2,-3,34.5,1157,0.001458621,17,5,0.040816327,2.578947368,7
2,-1,4,1889,0.007826888,39.5,5,0.040816327,0.480392157,8
1,-1,0,1226,0.001765564,6,2.5,0.020408163,2.130434783,2
2,-2,13,1889,0.013193219,29.5,5,0.040816327,0.284883721,30
3,1,25,1889,0.008747027,41.66666667,7.5,0.06122449,0.429824561,28
3,-3,40.5,1889,0.018329627,5.333333333,5.5,0.06122449,0.205020921,12
5,-2,4.5,1854.2,0.001381958,4.8,12.5,0.102040816,2.722222222,8
1,-2,0,1889,0.009667025,29,2.5,0.020408163,0.388888889,6
4,-1,0,1889,0.010624425,6.75,10,0.081632653,0.353790614,39
1,0,0,1944,0,215,1.5,0.333333333,3,35
1,0,0,704,0,193,1.5,0.333333333,3,0
1,1,0,704,0,42,1.5,0.333333333,3,0
1,1,79.5,1085,0,2,1,0.333333333,3,0
1,0,1.5,1471,0,7,1,0.333333333,3,13
1,0,0,1712,0.00186728,14,1,0.333333333,0.153846154,65
24,14,22.5,855.375,0,16.66666667,49.5,0.114832536,209,2
2,-32,0,694.5,0,3,1.5,0.009569378,209,0
5,-15,1.5,1349.4,0,17.6,9.5,0.023923445,209,1
34,33,34.5,1505.294118,0,5.882352941,46,0.162679426,209,58
1,0,0,790,0,0,1,0.004784689,209,0
1,1,0,1827,0,26,2.5,0.004784689,209,0
1,-3,0,679,0,0,1.5,0.004784689,209,0
8,2,2.5,516.25,0,12.25,9.5,0.038277512,209,0
4,-4,0,806.5,0,4.75,7,0.019138756,209,0
8,1,3,693.375,0,9.25,12,0.038277512,209,0
7,3,0,1003.571429,0,7.571428571,10.5,0.033492823,209,0
6,3,0,808.3333333,0,11.33333333,12.5,0.028708134,209,2
2,-6,0,679,0,0,0,0.009569378,209,0
10,4,0,695,0,12.4,13,0.04784689,209,2
19,11,1,802.5789474,0,16.10526316,29.5,0.090909091,209,0
10,7,0,659.8,0,31.7,11.5,0.04784689,209,0
8,-2,1,986.375,0,18.875,12,0.038277512,209,2
11,1,9,663.9090909,0,25.18181818,14,0.052631579,209,2
6,4,4.5,880.1666667,0,14.16666667,13,0.028708134,209,3
4,-15,0,1094.25,0,1.25,6,0.019138756,209,3
2,-22,4.5,973,0,7.5,2,0.009569378,209,1
3,2,0,911.6666667,0,3,4,0.014354067,209,3
20,9,6,639.15,0,15.2,45,0.09569378,209,3
10,8,0,984.9,0,10.3,15,0.04784689,209,3
3,-2,0,554.3333333,0,30.66666667,7.5,0.014354067,209,0
1,0,0,1566,0.02075387,2,1,0.2,0.027027027,3
1,0,0,1858,0.000841468,41,1,0.2,0.666666667,104
1,0,0,1858,0,20,1,0.2,5,5
1,0,1,4,0,0,2.5,0.2,5,0
1,1,0,289,0,7,1,0.2,5,0
23,20,0,1797,0.01713198,30.56521739,34.5,0.319444444,2.666666667,7
4,4,0,1731.75,0,6.75,6,0.055555556,72,25
3,-23,0,1278,0.017142857,4.666666667,4.5,0.041666667,2.666666667,1
16,-7,0,1788.375,0.017121116,24.875,24,0.222222222,2.666666667,15
26,22,0,1728,0.013977128,10.34615385,39,0.361111111,3.272727273,37
1,-2,0,1550,0.004668364,71,0,0.142857143,0.181818182,2
3,2,0,1550,0.000727626,10.33333333,0,0.428571429,1.166666667,50
1,0,0,1550,0,4,0,0.142857143,7,1
1,0,0,1550,0.000181928,1,0,0.142857143,4.666666667,3
1,1,0,201,0,5,0,0.142857143,7,0
2,2,0,788,0,0,3,1,2,1
3,2,16.5,1429,0.001087835,8,2.5,0.166666667,1.028571429,8
2,2,18.5,1629,0,10.5,5,0.111111111,18,6
1,0,1.5,1286,0.001087903,1,1.5,0.055555556,1.028571429,0
1,-2,0,1898,0.000466418,17,1.5,0.055555556,2.4,2
1,0,0,1898,0.000932546,2,2.5,0.055555556,1.2,2
1,0,6,1286,0.000839343,0,1,0.055555556,1.333333333,1
4,3,15,1439,0.000652944,10.5,10,0.222222222,1.714285714,9
1,0,0,1286,0.000746129,10,1,0.055555556,1.5,1
3,1,6,1286,0.000373158,8,7.5,0.166666667,3,16
1,-3,35.5,1286,0.000652904,3,2.5,0.055555556,1.714285714,1
3,-2,1,1354.666667,0,3,4.5,0.375,8,3
5,5,0,1580,0,0,9.5,0.625,8,0
2,-1,1.5,1273,0.000192871,6.5,0,0.25,3.2,1
3,3,29,1273,0,10.33333333,0,0.375,8,1
1,-1,0,1273,0.000385713,7,0,0.125,1.6,0
2,1,0,1273,0.000385683,4,0,0.25,1.6,6
3,-6,0,1661,0.000466708,14,0,0.25,4,21
9,9,0,1661,0,36.11111111,0,0.75,12,14
1,0,0,888,0.002992994,57,2.5,0.05,0.454545455,1
1,-4,1,888,0.00292517,14,2.5,0.05,0.465116279,1
5,3,2,934,0.001326621,20.2,12.5,0.25,1.025641026,18
1,1,2,1118,0,13,2.5,0.05,20,2
2,1,160,1167,0.00023816,3,0,0.1,5.714285714,21
3,1,0,1118,0.00122474,9,7.5,0.15,1.111111111,6
2,1,0,888,0.003400667,44.5,5,0.1,0.4,3
2,-1,2.5,1118,0.001326711,5.5,5,0.1,1.025641026,3
1,-1,0,888,0.00367247,5,2.5,0.05,0.37037037,1
1,0,0,888,0.003094817,71,2.5,0.05,0.43956044,3
1,0,9.5,888,0.003774226,10,2.5,0.05,0.36036036,1
2,2,34,867,0,11.5,3,0.222222222,9,3
1,-2,10.5,1387,0.001807093,6,1.5,0.111111111,1.125,5
3,0,169,1278.333333,0.000903751,4.666666667,4.5,0.333333333,2.25,4
3,1,111.5,1072.666667,0.000677966,7.666666667,4.5,0.333333333,3,2
1,-2,21.5,665,0.018312854,6,1,0.019607843,0.219354839,7
3,-2,5,1712,0.010004727,1.666666667,4.5,0.058823529,0.401574803,6
1,-1,0,1568,0.007643212,29,0,0.019607843,0.525773196,9
2,-1,0,1227,0.006658786,6,5,0.039215686,0.603550296,9
4,4,9,1762.25,0,13.75,6,0.078431373,51,23
3,-1,8,1378.666667,0.006580503,10.33333333,4.5,0.058823529,0.610778443,7
2,-2,0,1438,0.000946298,15,3,0.039215686,4.25,5
4,2,1,1746.25,0.006383985,4.75,6,0.078431373,0.62962963,15
2,-1,0,1407,0.002955782,10.5,4,0.039215686,1.36,31
4,2,1,1849,0.001222205,5.75,6,0.078431373,3.290322581,12
1,-1,0,1849,0.001734332,19,2.5,0.019607843,2.318181818,6
2,-1,0,1849,0.001734469,2,0,0.039215686,2.318181818,1
1,0,2.5,1849,0.009021431,16,2.5,0.019607843,0.445414847,7
3,2,7,1849,0.002601293,5,5.5,0.058823529,1.545454545,8
3,2,18.5,1804.333333,0.019295897,2.666666667,5,0.058823529,0.208163265,36
4,0,52,1643.5,0.00035489,6,6,0.078431373,11.33333333,10
5,4,6.5,1849,0.009926731,7.2,7.5,0.098039216,0.404761905,14
3,-1,4.5,1712,0.001616337,4,4,0.058823529,2.487804878,7
3,0,6,1859,0.010122095,16.33333333,4,0.058823529,0.39688716,65
2,1,0,897,0.013802121,23,2,0.153846154,0.136842105,0
1,-2,0,897,0.013804127,15,1,0.076923077,0.136842105,0
3,1,0,535.6666667,0.013806133,3.333333333,7.5,0.230769231,0.136842105,2
1,-1,0,1634,0.013800116,3,2.5,0.076923077,0.136842105,0
1,-2,0,1634,0.013796108,2,2.5,0.076923077,0.136842105,2
2,2,44,1329,0,31,5,0.153846154,13,66
3,2,2.5,1634,0.013798112,3,7.5,0.230769231,0.136842105,0
2,2,2.5,531.5,0,8,2,0.060606061,33,0
3,-2,5,497.3333333,0,6,3.5,0.090909091,33,0
6,-1,1.5,640.3333333,0,13,7,0.181818182,33,0
5,1,0,406.8,0,4.4,7.5,0.151515152,33,0
7,1,1.5,849.4285714,0,24,13,0.212121212,33,2
4,-2,6,1149,0,2.25,4,0.121212121,33,1
6,4,0,742.3333333,0,12.66666667,12,0.181818182,33,0
1,1,40,1630,0,2,0,1,1,4
2,-3,5,1052.5,0,5.5,3,0.25,8,9
1,-1,0,1289,0.00092707,13,1.5,0.125,0.592592593,0
5,5,31.5,1166,0,10.8,7.5,0.625,8,54
1,1,0,118,0,19,0,1,1,0
1,1,0,130,0,0,0,1,1,0
1,1,0,1365,0,8,2.5,1,1,2
1,1,0,200,0,0,2.5,1,1,1
2,1,0,603,0.000917712,3.5,0,0.031746032,7,1
5,1,0,681,0.000918274,419.6,0,0.079365079,7,0
2,0,19,420.5,0.000917899,0.5,0,0.031746032,7,0
4,3,3,681,0.000612245,1.5,0,0.063492063,10.5,2
1,-3,7,681,0.000306154,4,0,0.015873016,21,2
5,5,2,819.2,0,3.2,0,0.079365079,63,3
4,2,3,692.5,0.000306185,0.75,0,0.063492063,21,0
7,4,1.5,681,0.000153233,3.857142857,0,0.111111111,42,3
2,-1,0,681,0.000306216,14,0,0.031746032,21,0
3,2,0,681,0.000306247,2.333333333,0,0.047619048,21,0
1,-1,0,681,0.000306279,1,0,0.015873016,21,0
3,-2,0,681,0.000153249,1.666666667,0,0.047619048,42,5
3,-4,0,693.3333333,0.000153218,0,0,0.047619048,42,0
3,1,5,681,0.000918086,1.333333333,0,0.047619048,7,0
5,2,1,681,0.000153171,6.6,0,0.079365079,42,4
1,-1,9,727,0.000917805,3,0,0.015873016,7,0
3,2,0,681,0.000153186,3,0,0.047619048,42,0
2,-3,7.5,681,0.00091818,4.5,0,0.031746032,7,0
2,-3,0,681,0.00030631,1,0,0.031746032,21,0
2,0,0,447,0.000917618,1,0,0.031746032,7,1
2,-1,4.5,681,0.000917993,0,0,0.031746032,7,0
1,-2,0,681,0.000153202,2,0,0.015873016,42,0
6,6,0,687.1666667,0,2.833333333,9,0.5,12,2
6,0,0,1112.166667,0,20.83333333,9,0.5,12,17
3,0,0,1406,0.001450921,5.666666667,4.5,0.042857143,3.043478261,5
9,0,0,1080.777778,0.000662586,2.333333333,21,0.128571429,6.666666667,0
9,1,0,1011.444444,0.000662628,3.111111111,10.5,0.128571429,6.666666667,0
8,5,0,1158,0.00066267,3,12,0.114285714,6.666666667,2
3,-5,0,767,0.000568038,2,4.5,0.042857143,7.777777778,2
8,4,0,1471.75,0.000410276,6.75,10.5,0.114285714,10.76923077,10
2,2,0,1058,0,4,3,0.028571429,70,3
2,0,0,1476,0.000883336,16.5,3,0.028571429,5,2
2,0,6,744,0,5.5,3,0.028571429,70,4
6,2,0,805.3333333,0.001545351,4.166666667,9,0.085714286,2.857142857,0
4,2,0,1575.75,0.001041009,5.75,6,0.057142857,4.242424242,9
2,-7,0,1299,0.000662544,3.5,3,0.028571429,6.666666667,3
4,2,0,1083,0.000157808,14.25,6,0.057142857,28,29
1,-5,0,1203,0.001545254,2,1.5,0.014285714,2.857142857,2
3,-1,0,1203,0.001356381,1.333333333,4.5,0.042857143,3.255813953,6
4,1,7,1355.25,0.001545449,5.75,6,0.057142857,2.857142857,9
6,3,0,1563.833333,0.011251758,8.666666667,9,0.315789474,2.375,22
2,0,0,1939,0.005649718,4,3,0.105263158,4.75,0
1,1,0,1764,0,2,1.5,0.052631579,19,0
3,1,0,1830.333333,0.011267606,7.333333333,4.5,0.157894737,2.375,7
2,1,27,1766.5,0,6,3,0.105263158,19,5
1,-5,0,1141,0.016151685,8,1.5,0.052631579,1.652173913,2
2,0,0,1711.5,0.005657709,2,3,0.105263158,4.75,2
2,0,0,1443,0.005641749,8,3,0.105263158,4.75,13
1,1,69,1171,0,4,2.5,0.2,5,1
1,0,100,1171,7.51E-05,18,2.5,0.2,5,12
3,2,42.5,1171,0.001427605,6.333333333,7.5,0.6,0.263157895,3
6,5,0,1420.666667,0.036173633,3.833333333,9,0.222222222,1.2,42
1,0,0,1558,0.033816425,13,1.5,0.037037037,1.285714286,1
1,-2,0,1352,0.031451613,61,1.5,0.037037037,1.384615385,1
3,1,0,1489.333333,0.008885299,4,4,0.111111111,4.909090909,19
3,-1,9,1205.666667,0.040865385,0.666666667,4.5,0.111111111,1.058823529,0
2,2,0,1455,0,12.5,3,0.074074074,27,20
1,-2,0,1352,0.0408,32,1.5,0.037037037,1.058823529,2
4,-2,0,540,0.040930979,2,6,0.148148148,1.058823529,0
2,0,0,1455,0.007281553,3,3,0.074074074,6,3
2,1,1.5,540,0.045527157,5,3,0.074074074,0.947368421,0
2,0,0,540,0.045454545,1,3,0.074074074,0.947368421,0
2,2,0,1244,0,11,0,0.333333333,6,7
4,2,0,1590,0.001501502,11,0,0.666666667,1,3
1,1,83.5,707,0,1,0,0.018181818,55,1
4,1,15,707,0.000890655,14,3.5,0.072727273,8.461538462,3
1,-1,0,975,0.003969884,3,2.5,0.018181818,1.896551724,0
2,-2,11.5,975,0.002259036,6,5,0.036363636,3.333333333,5
4,-5,23.5,975,0.001574695,4,10,0.072727273,4.782608696,3
3,-1,0,707,0.000890777,5,1,0.054545455,8.461538462,1
4,-7,37.5,975,0.001438159,1.75,10,0.072727273,5.238095238,0
11,-1,53,950.6363636,0.00109589,10.72727273,25,0.2,6.875,26
9,5,5,975,0.001437962,18.22222222,20,0.163636364,5.238095238,4
4,3,212.5,707,0.000205592,2.75,3.5,0.072727273,36.66666667,3
12,8,2.5,975,0.001096041,2,30,0.218181818,6.875,11
1,1,79.5,1924,0,8,0,0.125,8,119
1,0,0,1924,0.025820221,9,0,0.125,0.025931929,52
2,1,0,1924,0.035693363,9.5,0,0.25,0.018757327,18
3,1,0,1924,0.037405858,6.333333333,0,0.375,0.017897092,15
1,0,77.5,660,0.023478698,9,0,0.125,0.028520499,12
2,1,0,311.5,0,1.5,5,0.285714286,7,2
1,-3,48.5,1903,0,0,1.5,0.142857143,7,0
4,4,16,1706,0,10,6,0.571428571,7,13
1,-1,0,1666,0.025527774,16,1.5,0.125,0.046920821,5
4,3,0,1674,0.005391643,17,6,0.5,0.222222222,94
1,1,0,1674,0,6,1.5,0.125,8,22
2,-2,64.5,1674,0.015498652,5.5,3,0.25,0.077294686,50
2,0,6,1953,0.006119146,18,3.5,0.044444444,0.743801653,16
8,8,61.5,1445.625,0,9.125,5.5,0.177777778,45,5
2,1,3,1778.5,0.003439207,5,3.5,0.044444444,1.323529412,12
3,-1,111.5,1664.333333,0.000253088,3.666666667,4.5,0.066666667,18,6
1,-7,1,1641,0.003034901,36,1,0.022222222,1.5,2
8,7,27,1442,0.003035208,9.875,18.5,0.177777778,1.5,2
1,-2,67,1641,0.003035516,13,1,0.022222222,1.5,0
4,1,13,1777.5,0.000607349,3.75,4,0.088888889,7.5,26
3,1,7,1707,0.007534385,2,7.5,0.066666667,0.604026846,2
1,-4,0,1641,0.002631313,7,1,0.022222222,1.730769231,2
5,1,64,1666.2,0.002631579,3.6,11.5,0.111111111,1.730769231,7
3,2,7.5,1520.666667,0.002884032,15.33333333,6,0.066666667,1.578947368,3
4,-4,8.5,1647,0,8.25,4.5,0.088888889,45,8
1,0,0,1761,0.020349901,14,0,0.083333333,0.043165468,24
1,0,0,1761,0.018155198,8,1,0.083333333,0.048387097,21
1,1,0,1217,0,25,0,0.083333333,12,28
1,0,2.5,1300,0.003991212,7,0,0.083333333,0.220183486,0
1,-1,0,1312,0.009005711,2,0,0.083333333,0.097560976,1
2,0,0,1340,0.0081277,8.5,0,0.166666667,0.108108108,12
2,1,21,1799,0.00399092,42,0,0.166666667,0.220183486,60
1,0,0,1761,0.009114869,20,1,0.083333333,0.096385542,82
1,0,0,1761,0.02294686,22,1,0.083333333,0.038277512,25
1,0,0,582,0.003735169,6,0,0.083333333,0.235294118,3
1,0,0,92,0,15,0,0.333333333,3,0
1,1,0,92,0,2,0,0.333333333,3,0
1,0,0,92,0,7,0,0.333333333,3,0
1,1,0,1365,0,8,2.5,0.5,2,21
1,0,0,1402,0.004068477,14,2.5,0.5,0.051948052,43
1,-4,40.5,1559,0.002722164,0,1.5,0.04,0.806451613,0
1,-3,7.5,1324,0.00136144,26,2.5,0.04,1.612903226,7
1,0,0,1324,0.001142255,5,2.5,0.04,1.923076923,0
1,0,5.5,1324,0.001142355,7,1,0.04,1.923076923,0
1,-2,1,1324,0.000834871,7,1.5,0.04,2.631578947,3
3,2,22.5,1406.666667,0.000747056,3.333333333,5.5,0.12,2.941176471,9
1,0,28,1535,0.001142154,4,1.5,0.04,1.923076923,0
1,0,7,1868,0,12,1,0.04,25,6
5,3,5,1859,0.002327215,18.2,9.5,0.2,0.943396226,30
1,1,0,1437,0,4,1.5,0.04,25,0
1,0,15.5,1535,0.001142054,35,1.5,0.04,1.923076923,1
1,0,16,841,0.000747121,1,1.5,0.04,2.941176471,0
1,0,0,1859,0.002721925,14,1.5,0.04,0.806451613,2
4,3,13,1639.75,0.001229796,70.5,10,0.16,1.785714286,8
2,1,39,1452,0.002063938,10,3,0.08,1.063829787,7
1,-9,0,1899,0.015017668,330,2.5,0.083333333,0.282352941,8
10,9,5,1899,0.014139272,50.2,0,0.833333333,0.3,19
1,1,0,1899,0,9,0,0.083333333,12,16
1,-4,0,1131,0.002252944,3,1.5,0.035714286,1.272727273,0
5,1,14,1012.2,0.002253175,1.2,7.5,0.178571429,1.272727273,1
1,-4,0,1503,0.001434867,1,1.5,0.035714286,2,0
4,3,23.5,1061.5,0.001587627,9.75,6,0.142857143,1.806451613,3
1,0,1.5,1503,0.001434132,7,1.5,0.035714286,2,1
1,0,0,1503,0.001434279,16,1.5,0.035714286,2,0
5,4,18.5,1317.8,0.000410004,4.4,7.5,0.178571429,7,17
2,-1,0,1503,0.001434573,6,3,0.071428571,2,0
2,1,6,1276,0.003378724,3,3,0.071428571,0.848484848,1
3,2,5,1503,0.00143472,14,4.5,0.107142857,2,1
1,-1,2.5,1503,0.001434426,13,1.5,0.035714286,2,0
1,1,33,370,0,9,1.5,0.035714286,28,2
1,0,31,1729,0.002252713,11,1.5,0.035714286,1.272727273,6
5,5,0,1690,0,37.6,0,1,5,35
2,2,1.5,1139,0,18.5,1,0.25,8,13
2,0,0,1139,0.001339854,24,1,0.25,0.4,4
1,0,0,1090,0.002612365,11,0,0.125,0.205128205,0
1,-1,0,1090,0.001540729,8,0,0.125,0.347826087,7
2,0,0,1139,0.001339944,8,0,0.25,0.4,1
1,1,0,92,0,4,0,1,1,0
1,-1,20,1385,0.007193732,0,0,0.010638298,0.930693069,0
3,0,11.5,1267,0.007197321,3.666666667,2,0.031914894,0.930693069,1
2,0,13.5,1385,0.00719527,5.5,2,0.021276596,0.930693069,0
3,-3,0,926.3333333,0.007090935,1.333333333,0,0.031914894,0.944723618,1
6,4,24,1332,0.006984534,8.166666667,5,0.063829787,0.959183673,6
13,13,56,1672,0,22.84615385,13,0.138297872,94,6
2,0,22,1332,0.006699929,6.5,2,0.021276596,1,7
6,5,28.5,1672,0.001212294,10.33333333,6,0.063829787,5.529411765,70
2,0,6,1358.5,0.006700406,6.5,2,0.021276596,1,5
2,1,2.5,1820,0.005845452,2,0,0.021276596,1.146341463,14
1,-13,32.5,1672,0.000784482,20,1,0.010638298,8.545454545,4
11,5,216,1143.454545,0.004456646,3.727272727,11,0.117021277,1.504,30
2,-1,3,1293,0.007196808,0.5,1,0.021276596,0.930693069,0
3,1,0,1820,0.004990731,3.666666667,0,0.031914894,1.342857143,16
2,-1,13.5,1385,0.007194245,0,1,0.021276596,0.930693069,0
10,8,12,1385,0.007196295,1.8,6,0.106382979,0.930693069,0
1,-2,1.5,1820,0.005631995,13,0,0.010638298,1.189873418,2
3,2,10.5,1385,0.00719322,0.333333333,2,0.031914894,0.930693069,1
14,1,56.5,1672,0,41.14285714,14,0.14893617,94,106
2,-8,16.5,1385,0.007195782,2.5,2,0.021276596,0.930693069,0
2,-9,0,773,0.004884135,0,2,0.021276596,1.372262774,2
3,1,6,1385,0.007194757,4,2,0.031914894,0.930693069,1
1,1,0,1858,0,41,1,1,1,61
1,0,0,1467,0.004739336,10,2.5,0.2,1,1
1,-2,0,1467,0.004743833,49,2.5,0.2,1,0
3,3,0,1665.666667,0,30,7.5,0.6,5,3
1,0,0,1112,0.001052421,7,1.5,0.066666667,1.428571429,1
2,1,0,1112,0.00300541,4.5,3,0.133333333,0.5,2
1,-2,0,347,0.000902165,0,1,0.066666667,1.666666667,1
3,1,1.5,914,0.000150376,2.666666667,3,0.2,10,14
2,2,25.5,914,0,0.5,2,0.133333333,15,1
2,1,0,1112,0.001352841,12.5,3,0.133333333,1.111111111,0
1,-1,9,1206,0.001352705,1,1,0.066666667,1.111111111,10
1,0,0,1112,0.001202646,7,1.5,0.066666667,1.25,1
1,0,0,1259,0.002855425,5,1.5,0.066666667,0.526315789,1
1,-1,0,1112,0.003005109,7,1.5,0.066666667,0.5,0
1,1,0,1698,0,117,0,1,1,58
1,-1,0,971,0.002834199,1,1.5,0.027777778,3,0
2,-9,0,1059,0,28,3,0.055555556,36,2
2,-7,0,1257.5,0.002244271,3.5,5,0.055555556,3.789473684,4
9,8,0,979.1111111,0.002244802,0.777777778,20.5,0.25,3.789473684,0
11,11,4,749.9090909,0,20.90909091,27.5,0.305555556,36,12
5,3,1.5,912,0,26.2,7.5,0.138888889,36,10
1,-4,0,1044,0.001418104,18,2.5,0.027777778,6,2
5,0,0,1087.8,0.00141844,4,7.5,0.138888889,6,0
5,0,33,905,0.000833013,14.4,12.5,0.142857143,5.384615385,20
5,3,14.5,905,0,5.6,12.5,0.142857143,35,9
2,-4,0,905,0,0.5,0,0.057142857,35,0
10,10,8,905,0,21.2,0,0.285714286,35,6
1,-3,0,1934,0.001024984,5,2.5,0.028571429,4.375,58
4,-1,0,905,0.001025115,4.5,10,0.114285714,4.375,0
6,-4,3,905,0,12.33333333,15,0.171428571,35,2
2,1,0,1934,0.013194978,11,5,0.057142857,0.339805825,94
1,-1,0,156,0.0005218,2,1.5,0.083333333,2.666666667,0
2,0,2.5,581,0.00052186,4.5,3,0.166666667,2.666666667,0
2,2,0,581,0,3,3,0.166666667,12,4
2,1,0,737,0.000521921,13,3,0.166666667,2.666666667,0
1,0,0,737,0.000521981,4,1.5,0.083333333,2.666666667,0
1,-1,0,1356,0.000522042,14,1.5,0.083333333,2.666666667,0
3,2,8.5,581,0.000521739,3.666666667,4.5,0.25,2.666666667,5
1,1,0,1544,0,11,1,1,1,4
2,2,0,401,0,10,0,1,2,0
1,0,0,800,0.011234013,10,0,0.027027027,0.284615385,2
1,0,0,832,0.011235955,6,0,0.027027027,0.284615385,0
1,-3,8.5,832,0.011236926,0,1,0.027027027,0.284615385,0
4,-1,0,980,0.01110823,7,4,0.108108108,0.287937743,2
2,2,0,1569,0,18,2,0.054054054,37,5
5,2,12,891.2,0.010979511,6.4,3,0.135135135,0.291338583,7
3,1,0,1569,0.001860183,48.33333333,0,0.081081081,1.720930233,10
3,1,33,832,0.01098046,4.333333333,0,0.081081081,0.291338583,2
2,1,32,832,0.01054907,12.5,1,0.054054054,0.303278689,8
1,0,2.5,1430,0.006096506,20,0,0.027027027,0.524822695,32
2,0,7,1569,0.000389374,70,1,0.054054054,8.222222222,17
2,-1,20.5,1569,0.002465611,27,0,0.054054054,1.298245614,3
1,-1,8,1340,0.003329874,5,0,0.027027027,0.961038961,15
1,0,0,800,0.011234984,5,0,0.027027027,0.284615385,0
2,-3,25.5,1274.5,0.003113917,20.5,0,0.054054054,1.027777778,12
1,0,5,1430,0.005491654,17,0,0.027027027,0.582677165,5
5,3,0,1569,0.002724913,28.8,1,0.135135135,1.174603175,16
2,1,0,890,0.002591633,108,3,0.181818182,0.523809524,2
1,0,0,890,0.002283387,1,1.5,0.090909091,0.594594595,1
